raw.date,day,month,year,Country,President,Positive,Negative,DK-Neutral,Neutral,DK,QuestType,SampleType,SampleSize,SampleMode,Question,Institute,SurveyName,Source,Notes
29.30.ago.2019,30,aug,2019,Brazil,Bolsonaro,29,38,,30,2,Ot-Bom,,2878,,"Na sua opinićo o presidente Jair Bolsonaro est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2019/09/1988409-maioria-acredita-que-crescimento-economico-nao-vira-no-curto-prazo.shtml,
ago.2019,,aug,2019,Brazil,Bolsonaro,36.8,34.6,,26.3,2.3,Ot-Bom,,,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",IBPAD,JOTA/IBPAD,https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020,
19.22.set.2019,22,sep,2019,Brazil,Bolsonaro,31,34,,31,3,Ot-Bom,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
set.2019,,sep,2019,Brazil,Bolsonaro,35.2,32,,29.1,3.7,Ot-Bom,,,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",IBPAD,JOTA/IBPAD,https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020,
09.11.out.2019,11,oct,2019,Brazil,Bolsonaro,33,38,,27,1,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
nov.2019,,nov,2019,Brazil,Bolsonaro,30.9,42.1,,23,4,Ot-Bom,,,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",IBPAD,JOTA/IBPAD,https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020,
06.08.nov.2019,8,nov,2019,Brazil,Bolsonaro,35,38,,25,2,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
nov.2019,,nov,2019,Brazil,Bolsonaro,26,36,,36,2,Ot-Bom,,1000,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",Quaest,JOTA/Quaest,https://www.jota.info/dados/avaliacao-do-governo-bolsonaro-atinge-pior-nivel-em-serie-de-pesquisa-22062020,
nov.2019,,nov,2019,Brazil,Bolsonaro,27,42,,30,1,Ot-Bom,,,,Como voc� avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,file: 2020-05-Atlas.pdf,
05.06.dez.2019,6,dec,2019,Brazil,Bolsonaro,30,36,,32,1,Ot-Bom,,2948,,"Na sua opinićo o presidente Jair Bolsonaro est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2019/12/1988542-bolsonaro-e-aprovado-por-30-apos-um-ano-de-governo.shtml,
dez.2019,,dec,2019,Brazil,Bolsonaro,30.7,34.5,,30.3,4.5,Ot-Bom,,,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",IBPAD,JOTA/IBPAD,https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020,
09.11.dez.2019,11,dec,2019,Brazil,Bolsonaro,35,39,,25,1,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
dez.2019,,dec,2019,Brazil,Bolsonaro,29,32,,36,2,Ot-Bom,,1000,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",Quaest,JOTA/Quaest,https://www.jota.info/dados/avaliacao-do-governo-bolsonaro-atinge-pior-nivel-em-serie-de-pesquisa-22062020,
19.22.dez.2019,22,dec,2019,Brazil,Bolsonaro,29,38,,29,3,Ot-Bom,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,CNI/IBOPE,https://noticias.uol.com.br/politica/ultimas-noticias/2019/12/20/ibope-divulga-aprovacao-do-governo-bolsonaro.htm,
13.15.jan.2020,15,jan,2020,Brazil,Bolsonaro,32,39,,28,1,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
15.18.jan.2020,18,jan,2020,Brazil,Bolsonaro,34.5,31,,32.1,2.4,Ot-Bom,,2002,,"O (a) Sr. (a) avalia o governo do presidente Jair Bolsonaro como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,CNT/MDA,https://www.cnt.org.br/pesquisas,
28.31.jan.2020,31,jan,2020,Brazil,Bolsonaro,34.3,32,,31,2.7,Ot-Bom,,1022,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",IBPAD,JOTA/IBPAD,https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020,
fev.2020,,feb,2020,Brazil,Bolsonaro,29,38,,31,2,Ot-Bom,,,,Como voc� avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,file: 2020-05-Atlas.pdf,
17.19.fev.2020,19,feb,2020,Brazil,Bolsonaro,34,36,,29,2,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
mar.2020,,mar,2020,Brazil,Bolsonaro,30,35,,34,1,Ot-Bom,,1000,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",Quaest,JOTA/Quaest,https://www.jota.info/dados/avaliacao-do-governo-bolsonaro-atinge-pior-nivel-em-serie-de-pesquisa-22062020,
mar.2020,,mar,2020,Brazil,Bolsonaro,26,41,,33,0,Ot-Bom,,,,Como voc� avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,file: 2020-05-Atlas.pdf,
16.18.mar.2020,18,mar,2020,Brazil,Bolsonaro,30,36,,31,3,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
21.23.mar.2020,23,mar,2020,Brazil,Bolsonaro,28,40,,29,3,Ot-Bom,,1000,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",Quaest,JOTA/Quaest,https://www.jota.info/dados/avaliacao-do-governo-bolsonaro-atinge-pior-nivel-em-serie-de-pesquisa-22062020,
30.mar.01.abr.2020,1,apr,2020,Brazil,Bolsonaro,28,42,,27,3,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
13.15.abr.2020,15,apr,2020,Brazil,Bolsonaro,30,40,,26,3,Ot-Bom,,,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
13.15.abr.2020,15,apr,2020,Brazil,Bolsonaro,36,33,,28,3,Ot-Bom,,2500,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,https://www.poder360.com.br/datapoder360/entenda-como-foi-realizada-a-pesquisa-datapoder360/,
abr.2020,,apr,2020,Brazil,Bolsonaro,31,45,,24,0,Ot-Bom,,1000,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",Quaest,JOTA/Quaest,https://www.jota.info/dados/avaliacao-do-governo-bolsonaro-atinge-pior-nivel-em-serie-de-pesquisa-22062020,
abr.2020,,apr,2020,Brazil,Bolsonaro,21,49,,28,2,Ot-Bom,,,,Como voc� avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,file: 2020-05-Atlas.pdf,
20.22.abr.2020,22,apr,2020,Brazil,Bolsonaro,31,42,,26,2,Ot-Bom,,,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
23.24.abr.2020,24,apr,2020,Brazil,Bolsonaro,31,42,,24,3,Ot-Bom,,800,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
25.26.abr.2020,26,apr,2020,Brazil,Bolsonaro,20,48,,30,2,Ot-Bom,,1000,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",Quaest,JOTA/Quaest,https://www.jota.info/dados/avaliacao-do-governo-bolsonaro-atinge-pior-nivel-em-serie-de-pesquisa-22062020,
27.abr.2020,27,apr,2020,Brazil,Bolsonaro,33,38,,26,3,Ot-Bom,,1503,Telephone,"Na sua opinićo o presidente Jair Bolsonaro est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,https://www1.folha.uol.com.br/poder/2020/04/impeachment-de-bolsonaro-divide-o-pais-mas-presidente-mantem-base-de-apoio-diz-datafolha.shtml,Phone survey due to the pandemic (Datafolha usually does face to face interviews)
27.29.abr.2020,29,apr,2020,Brazil,Bolsonaro,29,40,,26,5,Ot-Bom,,2500,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,https://www.poder360.com.br/datapoder360/entenda-como-foi-realizada-a-pesquisa-datapoder360/,
28.30.abr.2020,30,apr,2020,Brazil,Bolsonaro,27,49,,24,1,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
07.10.mai.2020,10,may,2020,Brazil,Bolsonaro,32,43.4,,22.9,1.7,Ot-Bom,,2002,,"O (a) Sr. (a) avalia o governo do presidente Jair Bolsonaro como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,CNT/MDA,https://www.cnt.org.br/pesquisas,
11.13.mai.2020,13,may,2020,Brazil,Bolsonaro,30,39,,27,4,Ot-Bom,,2500,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,https://www.poder360.com.br/datapoder360/entenda-como-foi-realizada-a-pesquisa-datapoder360/,
16.18.mai.2020,18,may,2020,Brazil,Bolsonaro,25,50,,23,2,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
25.26.mai.2020,26,may,2020,Brazil,Bolsonaro,33,43,,22,2,Ot-Bom,,2069,Telephone,"Na sua opinićo o presidente Jair Bolsonaro est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2020/05/1988731-reprovacao-a-bolsonaro-sobe-atinge-43-aprovacao-fica-estavel.shtml,Phone survey due to the pandemic (Datafolha usually does face to face interviews)
24.26.mai.2020,26,may,2020,Brazil,Bolsonaro,23,58,,19,0,Ot-Bom,,2000,,Como voc� avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,file: 2020-05-Atlas.pdf,
26.27.mai.2020,27,may,2020,Brazil,Bolsonaro,26,49,,23,2,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
25.27.mai.2020,27,may,2020,Brazil,Bolsonaro,28,44,,23,5,Ot-Bom,,2500,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,https://www.poder360.com.br/datapoder360/entenda-como-foi-realizada-a-pesquisa-datapoder360/,
08.10.jun.2020,10,jun,2020,Brazil,Bolsonaro,28,47,,20,5,Ot-Bom,,2500,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,https://www.poder360.com.br/datapoder360/entenda-como-foi-realizada-a-pesquisa-datapoder360/,
09.11.jun.2020,11,jun,2020,Brazil,Bolsonaro,28,48,,22,2,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
jun.2020,,jun,2020,Brazil,Bolsonaro,21,54,,23,2,Ot-Bom,,1000,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",Quaest,JOTA/Quaest,https://www.jota.info/dados/avaliacao-do-governo-bolsonaro-atinge-pior-nivel-em-serie-de-pesquisa-22062020,
23.24.jun.2020,24,jun,2020,Brazil,Bolsonaro,32,44,,23,1,Ot-Bom,,2016,Telephone,"Na sua opinićo o presidente Jair Bolsonaro est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2020/06/1988765-bolsonaro-e-reprovado-por-44.shtml,Phone survey due to the pandemic (Datafolha usually does face to face interviews)
10.jan.2019,10,jan,2019,Brazil,Bolsonaro,50,22,,28,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
01.fev.2019,1,feb,2019,Brazil,Bolsonaro,51,21,,28,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
18.fev.2019,18,feb,2019,Brazil,Bolsonaro,44,26,,30,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
18.mar.2019,18,mar,2019,Brazil,Bolsonaro,31,30,,39,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
09.abr.2019,9,apr,2019,Brazil,Bolsonaro,28,31,,41,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
06.mai.2019,6,may,2019,Brazil,Bolsonaro,33,32,,35,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
03.jun.2019,3,jun,2019,Brazil,Bolsonaro,36,32,,32,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
05.jul.2019,5,jul,2019,Brazil,Bolsonaro,35,31,,34,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
02.ago.2019,2,aug,2019,Brazil,Bolsonaro,34,31,,31,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
16.ago.2019,16,aug,2019,Brazil,Bolsonaro,35,31,,30,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
23.ago.2019,23,aug,2019,Brazil,Bolsonaro,35,33,,29,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
30.ago.2019,30,aug,2019,Brazil,Bolsonaro,32,38,,27,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
04.set.2019,4,sep,2019,Brazil,Bolsonaro,29,36,,32,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
12.set.2019,12,sep,2019,Brazil,Bolsonaro,31,36,,29,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
19.set.2019,19,sep,2019,Brazil,Bolsonaro,36,31,,30,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
26.set.2019,26,sep,2019,Brazil,Bolsonaro,34,34,,29,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
04.out.2019,4,oct,2019,Brazil,Bolsonaro,31,34,,31,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
10.out.2019,10,oct,2019,Brazil,Bolsonaro,32,35,,29,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
17.out.2019,17,oct,2019,Brazil,Bolsonaro,36,31,,30,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
24.out.2019,24,oct,2019,Brazil,Bolsonaro,32,34,,31,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
01.nov.2019,1,nov,2019,Brazil,Bolsonaro,32,35,,30,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
07.nov.2019,7,nov,2019,Brazil,Bolsonaro,40,30,,26,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
14.nov.2019,14,nov,2019,Brazil,Bolsonaro,37,30,,30,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
21.nov.2019,21,nov,2019,Brazil,Bolsonaro,37,32,,28,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
28.nov.2019,28,nov,2019,Brazil,Bolsonaro,39,29,,29,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
05.dez.2019,5,dec,2019,Brazil,Bolsonaro,35,33,,28,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
11.dez.2019,11,dec,2019,Brazil,Bolsonaro,35,33,,28,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
19.dez.2019,19,dec,2019,Brazil,Bolsonaro,36,33,,27,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
26.dez.2019,26,dec,2019,Brazil,Bolsonaro,38,30,,28,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
28.dez.2019,28,dec,2019,Brazil,Bolsonaro,38,31,,26,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
09.jan.2020,9,jan,2020,Brazil,Bolsonaro,30,34,,33,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
16.jan.2020,16,jan,2020,Brazil,Bolsonaro,39,30,,29,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
23.jan.2020,23,jan,2020,Brazil,Bolsonaro,39,28,,29,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
30.jan.2020,30,jan,2020,Brazil,Bolsonaro,38,27,,32,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
06.fev.2020,6,feb,2020,Brazil,Bolsonaro,38,28,,30,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
13.fev.2020,13,feb,2020,Brazil,Bolsonaro,39,27,,31,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
20.fev.2020,20,feb,2020,Brazil,Bolsonaro,37,28,,30,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
05.mar.2020,5,mar,2020,Brazil,Bolsonaro,39,26,,30,5,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
19.mar.2020,19,mar,2020,Brazil,Bolsonaro,38,30,,28,5,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
25.mar.2020,25,mar,2020,Brazil,Bolsonaro,34,36,,26,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
01.abr.2020,1,apr,2020,Brazil,Bolsonaro,32,36,,28,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
08.abr.2020,8,apr,2020,Brazil,Bolsonaro,34,34,,29,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
16.abr.2020,16,apr,2020,Brazil,Bolsonaro,34,33,,30,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
23.abr.2020,23,apr,2020,Brazil,Bolsonaro,36,34,,27,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
30.abr.2020,30,apr,2020,Brazil,Bolsonaro,28,41,,27,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
07.mai.2020,7,may,2020,Brazil,Bolsonaro,27,43,,26,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
14.mai.2020,14,may,2020,Brazil,Bolsonaro,28,44,,25,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
21.mai.2020,21,may,2020,Brazil,Bolsonaro,27,43,,27,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
28.mai.2020,28,may,2020,Brazil,Bolsonaro,28,42,,26,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
11.jun.2020,11,jun,2020,Brazil,Bolsonaro,29,46,,0,0,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
18.jun.2020,18,jun,2020,Brazil,Bolsonaro,25,42,,30,3,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
25.jun.2020,25,jun,2020,Brazil,Bolsonaro,27,43,,28,2,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
02.jul.2020,2,jul,2020,Brazil,Bolsonaro,27,44,,25,4,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
09.jul.2020,9,jul,2020,Brazil,Bolsonaro,25,41,,29,5,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",National,,Online,,IdeiaBigData,,Toledo/Piau�,
27.30.jun.2020,30,jun,2020,Brazil,Bolsonaro,25,56,,18,1,Ot-Bom,,2000,Online,Como voc� avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,https://www.atlasintel.org/poll/brazil-national-2020-07-01,
25.jun.03.jul.2020,3,jul,2020,Brazil,Bolsonaro,31,44,,23,2,Ot-Bom,,1500,Telephone,,Vox,Vox Populi/PT,https://pt.org.br/vox-bolsonaro-derruba-as-expectativas-e-81-dos-brasileiros-estao-pessimistas/,
06.08.jul.2020,8,jul,2020,Brazil,Bolsonaro,29,46,,20,5,Ot-Bom,,2500,Telephone,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,https://www.poder360.com.br/poderdata/entenda-como-foi-realizada-a-pesquisa-datapoder360/,
20.22.jul.2020,22,jul,2020,Brazil,Bolsonaro,30,43,,23,4,Ot-Bom,,2500,Telephone,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,https://www.poder360.com.br/poderdata/entenda-como-foi-realizada-a-pesquisa-datapoder360/,
13.15.jul.2020,15,jul,2020,Brazil,Bolsonaro,30,45,,24,1,Ot-Bom,,1000,Telephone,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
03.05.ago.2020,5,aug,2020,Brazil,Bolsonaro,32,41,,25,2,Ot-Bom,,2500,Telephone,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,https://www.poder360.com.br/poderdata/governo-bolsonaro-e-aprovado-por-45-e-desaprovado-por-45/,
17.19.ago.2020,19,aug,2020,Brazil,Bolsonaro,38,35,,23,4,Ot-Bom,,2500,Telephone,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,https://www.poder360.com.br/poderdata/aprovacao-do-governo-sobe-para-52-desaprovacao-cai-para-40/,
13.15.ago.2020,15,aug,2020,Brazil,Bolsonaro,37,37,,23,3,Ot-Bom,,1000,Telephone,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
11.12.ago.2020,12,aug,2020,Brazil,Bolsonaro,37,34,,27,1,Ot-Bom,,2065,Telephone,"Na sua opiniÜo o presidente Jair Bolsonaro estŕ fazendo um governo Ńtimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2020/08/1988832-aprovacao-a-bolsonaro-cresce-e-e-a-mais-alta-desde-inicio-de-mandato.shtml,
18.21.jul.2020,21,jul,2020,Brazil,Bolsonaro,34.3,38,,25.8,2,Ot-Bom,,2030,Telephone,"A administraŤÜo do Presidente Jair Bolsonaro estŕ sendo Ńtima, boa, regular, ruim ou p_ssima?",Parana,Parana,https://www.paranapesquisas.com.br/pesquisas/pesquisa-nacional-situacao-eleitoral-para-o-executivo-federal-a-presidente-em-2022-e-avaliacao-da-administracao-federal-julho-2020/,
