raw.date,day,month,year,Date,Country,President,Positive,Negative,DK-Neutral,Neutral,DK,Sum,QuestType,Type,SampleType,SampleSize,SampleMode,Question,Institute,Institute_OLD,Validation_Institute,SurveyName,Source,Notes
jun.2016,,jun,2016,2016-06-01,Brazil,Temer,6,43,,29,,78,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
02.05.jun.2016,5,jun,2016,2016-06-05,Brazil,Temer,11,28,,"30,2","30,5",100,Ot-Bom,Evaluation,,2002,,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,Mda,TRUE,CNT/MDA,https://www.cnt.org.br/pesquisas,
07.09.jun.2016,9,jun,2016,2016-06-09,Brazil,Temer,11,34,,33,21,99,Ot-Bom,Evaluation,,2000,,,Vox,Vox,TRUE,CUT/Vox Populi,https://www.cut.org.br/noticias/pesquisa-cut-vox-populi-constata-que-para-sociedade-trabalhadores-sao-os-mais-pr-e97e,
jul.2016,,jul,2016,2016-07-01,Brazil,Temer,7,48,,29,,84,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
14.15.jul.2016,15,jul,2016,2016-07-15,Brazil,Temer,14,31,,42,13,100,Ot-Bom,Evaluation,,2792,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2016/07/1792812-governo-temer-e-aprovado-por-14.shtml,
ago.2016,,aug,2016,2016-08-01,Brazil,Temer,8,49,,31,,88,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
set.2016,,sep,2016,2016-09-01,Brazil,Temer,8,45,,31,,84,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
out.2016,,oct,2016,2016-10-01,Brazil,Temer,9,46,,32,,87,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
09.13.out.2016,13,oct,2016,2016-10-13,Brazil,Temer,11,34,,40,15,100,Ot-Bom,Evaluation,,2000,,,Vox,Vox,TRUE,CUT/Vox Populi,https://www.cut.org.br/noticias/pec-do-juizo-final-e-reforma-da-previdencia-sao-rejeitadas-por-80-dos-brasileiro-a0cd,
13.16.out.2016,16,oct,2016,2016-10-16,Brazil,Temer,15,"36,7",,"36,1","12,6",100,Ot-Bom,Evaluation,,2002,,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,Mda,TRUE,CNT/MDA,https://www.cnt.org.br/pesquisas,
nov.2016,,nov,2016,2016-11-01,Brazil,Temer,7,52,,31,,90,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
dez.2016,,dec,2016,2016-12-01,Brazil,Temer,8,62,,24,,94,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
07.08.dez.2016,8,dec,2016,2016-12-08,Brazil,Temer,10,51,,34,5,100,Ot-Bom,Evaluation,,2828,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2016/12/1840600-reprovacao-a-temer-sobe-para-51.shtml,
10.14.dez.2016,14,dec,2016,2016-12-14,Brazil,Temer,8,55,,32,6,101,Ot-Bom,Evaluation,,2500,,,Vox,Vox,TRUE,CUT/Vox Populi,https://www.cut.org.br/noticias/cut-vox-confirma-temer-e-o-pior-presidente-do-brasil-bc87,
jan.2017,,jan,2017,2017-01-01,Brazil,Temer,6,59,,27,,92,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
fev.2017,,feb,2017,2017-02-01,Brazil,Temer,7,59,,29,,95,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
08.11.fev.2017,11,feb,2017,2017-02-11,Brazil,Temer,10,"44,1",,"38,9","6,7",100,Ot-Bom,Evaluation,,2002,,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,Mda,TRUE,CNT/MDA,https://www.cnt.org.br/pesquisas,
mar.2017,,mar,2017,2017-03-01,Brazil,Temer,10,55,,31,4,100,Ot-Bom,Evaluation,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,Ibope/Ipec,FALSE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
mar.2017,,mar,2017,2017-03-01,Brazil,Temer,6,62,,26,,94,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
abr.2017,,apr,2017,2017-04-01,Brazil,Temer,4,75,,19,,98,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
06.10.abr.2017,10,apr,2017,2017-04-10,Brazil,Temer,5,65,,28,2,100,Ot-Bom,Evaluation,,2000,,,Vox,Vox,TRUE,CUT/Vox Populi,https://pt.org.br/reforma-da-previdencia-e-rejeitada-por-93-diz-pesquisa/,
16.17.abr.2017,17,apr,2017,2017-04-17,Brazil,Temer,5,64,,28,3,100,Ot-Bom,Evaluation,,2058,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,PoderData,FALSE,DataPoder360,file: DataPoder360-abr2017.pdf,
26.27.abr.2017,27,apr,2017,2017-04-27,Brazil,Temer,9,61,,28,3,101,Ot-Bom,Evaluation,,2781,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2017/05/1880373-governo-temer-e-reprovado-por-61-dos-brasileiros.shtml,
mai.2017,,may,2017,2017-05-01,Brazil,Temer,3,80,,15,,98,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
07.08.mai.2017,8,may,2017,2017-05-08,Brazil,Temer,10,65,,23,2,100,Ot-Bom,Evaluation,,2157,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,PoderData,FALSE,DataPoder360,file: DataPoder360-mai2017.pdf,
jun.2017,,jun,2017,2017-06-01,Brazil,Temer,2,84,,12,,98,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
02.04.jun.2017,4,jun,2017,2017-06-04,Brazil,Temer,3,75,,20,2,100,Ot-Bom,Evaluation,,,,,Vox,Vox,TRUE,CUT/Vox Populi,https://www.cut.org.br/noticias/cut-vox-aponta-quase-90-do-brasil-quer-cassacao-de-temer-e-diretas-ja-dd8c,
17.19.jun.2017,19,jun,2017,2017-06-19,Brazil,Temer,2,75,,18,5,100,Ot-Bom,Evaluation,,2096,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,PoderData,FALSE,DataPoder360,file: DataPoder360_junho.pdf,
21.23.jun.2017,23,jun,2017,2017-06-23,Brazil,Temer,7,69,,23,2,101,Ot-Bom,Evaluation,,2771,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2017/06/1896143-somente-7-aprovam-governo-temer.shtml,
jul.2017,,jul,2017,2017-07-01,Brazil,Temer,5,70,,21,3,99,Ot-Bom,Evaluation,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,Ibope/Ipec,FALSE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
jul.2017,,jul,2017,2017-07-01,Brazil,Temer,2,85,,11,,98,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
09.10.jul.2017,10,jul,2017,2017-07-10,Brazil,Temer,7,76,,16,2,101,Ot-Bom,Evaluation,,2178,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,PoderData,FALSE,DataPoder360,file: DataPoder360-julho2017.pdf,
ago.2017,,aug,2017,2017-08-01,Brazil,Temer,1,86,,12,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
12.14.ago.2017,14,aug,2017,2017-08-14,Brazil,Temer,5,75,,15,5,100,Ot-Bom,Evaluation,,2088,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,PoderData,FALSE,DataPoder360,file: DataPoder360-agosto2017.pdf,
set.2017,,sep,2017,2017-09-01,Brazil,Temer,3,77,,16,3,99,Ot-Bom,Evaluation,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,Ibope/Ipec,FALSE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
set.2017,,sep,2017,2017-09-01,Brazil,Temer,2,84,,12,,98,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
13.16.set.2017,16,sep,2017,2017-09-16,Brazil,Temer,3,"75,6",,18,3,100,Ot-Bom,Evaluation,,2002,,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,Mda,TRUE,CNT/MDA,https://www.cnt.org.br/pesquisas,
15.17.set.2017,17,sep,2017,2017-09-17,Brazil,Temer,3,79,,16,2,100,Ot-Bom,Evaluation,,2280,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,PoderData,FALSE,DataPoder360,file: DataPoder360-setembro-2017-integra.pdf,
27.28.set.2017,28,sep,2017,2017-09-28,Brazil,Temer,5,73,,20,2,100,Ot-Bom,Evaluation,,2772,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2017/10/1923635-teme-atinge-indice-mais-alto-de-reprovacao-desde-redemocratizacao.shtml,
out.2017,,oct,2017,2017-10-01,Brazil,Temer,2,87,,10,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
26.29.out.2017,29,oct,2017,2017-10-29,Brazil,Temer,5,71,,20,4,100,Ot-Bom,Evaluation,,2016,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,PoderData,FALSE,DataPoder360,file: DataPoder360-out2017.pdf,
nov.2017,,nov,2017,2017-11-01,Brazil,Temer,1,86,,12,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
16.18.nov.2017,18,nov,2017,2017-11-18,Brazil,Temer,5,71,,19,4,99,Ot-Bom,Evaluation,,2171,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,PoderData,FALSE,DataPoder360,file: DataPoder360-novembro2017.pdf,
29.30.nov.2017,30,nov,2017,2017-11-30,Brazil,Temer,5,71,,23,1,100,Ot-Bom,Evaluation,,2765,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2017/12/1940412-para-maioria-governo-de-michel-temer-e-pior-que-o-de-dilma-rousseff.shtml,
dez.2017,,dec,2017,2017-12-01,Brazil,Temer,6,74,,19,2,101,Ot-Bom,Evaluation,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,Ibope/Ipec,FALSE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
dez.2017,,dec,2017,2017-12-01,Brazil,Temer,2,87,,10,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
08.11.dez.2017,11,dec,2017,2017-12-11,Brazil,Temer,7,73,,15,5,100,Ot-Bom,Evaluation,,2500,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,PoderData,FALSE,DataPoder360,https://www.poder360.com.br/datapoder360/michel-temer-termina-o-ano-com-rejeicao-em-73-sem-sinal-de-melhora/,
jan.2018,,jan,2018,2018-01-01,Brazil,Temer,2,83,,14,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
29.30.jan.2018,30,jan,2018,2018-01-30,Brazil,Temer,6,70,,22,2,100,Ot-Bom,Evaluation,,2826,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2018/01/1954759-governo-temer-e-reprovado-por-70.shtml,
fev.2018,,feb,2018,2018-02-01,Brazil,Temer,2,85,,11,,98,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
mar.2018,,mar,2018,2018-03-01,Brazil,Temer,5,72,,21,2,100,Ot-Bom,Evaluation,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,Ibope/Ipec,FALSE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
mar.2018,,mar,2018,2018-03-01,Brazil,Temer,1,82,,16,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
28.fev.03.mar.2018,3,mar,2018,2018-03-03,Brazil,Temer,4,"73,3",,"20,3","2,1",100,Ot-Bom,Evaluation,,2002,,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,Mda,TRUE,CNT/MDA,https://www.cnt.org.br/pesquisas,
abr.2018,,apr,2018,2018-04-01,Brazil,Temer,1,82,,16,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
11.13.abr.2018,13,apr,2018,2018-04-13,Brazil,Temer,6,70,,23,2,101,Ot-Bom,Evaluation,,4194,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2018/04/1965208-estavel-governo-temer-mantem-reprovacao-de-70-dos-brasileiros.shtml,
13.15.abr.2018,15,apr,2018,2018-04-15,Brazil,Temer,4,73,,21,2,100,Ot-Bom,Evaluation,,2000,,,Vox,Vox,TRUE,Vox Populi,https://static.poder360.com.br/2018/04/Relatorio-Vox-17.04.pdf,
mai.2018,,may,2018,2018-05-01,Brazil,Temer,5,73,,21,1,100,Ot-Bom,Evaluation,,,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,file: Pesquisa-XP_-2020_06-v2.pdf,
mai.2018,,may,2018,2018-05-01,Brazil,Temer,1,83,,15,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
09.12.mai.2018,12,may,2018,2018-05-12,Brazil,Temer,4,"71,2",,"21,8","2,7",100,Ot-Bom,Evaluation,,2002,,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,Mda,TRUE,CNT/MDA,https://www.cnt.org.br/pesquisas,
jun.2018,,jun,2018,2018-06-01,Brazil,Temer,4,78,,18,1,101,Ot-Bom,Evaluation,,,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,file: Pesquisa-XP_-2020_06-v2.pdf,
jun.2018,,jun,2018,2018-06-01,Brazil,Temer,4,79,,16,1,100,Ot-Bom,Evaluation,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,Ibope/Ipec,FALSE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
jun.2018,,jun,2018,2018-06-01,Brazil,Temer,2,88,,8,,98,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
06.07.jun.2018,7,jun,2018,2018-06-07,Brazil,Temer,3,82,,14,1,100,Ot-Bom,Evaluation,,2824,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2018/06/1971539-reprovacao-a-temer-e-recorde.shtml,
jul.2018,,jul,2018,2018-07-01,Brazil,Temer,5,76,,18,1,100,Ot-Bom,Evaluation,,,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,file: Pesquisa-XP_-2020_06-v2.pdf,
jul.2018,,jul,2018,2018-07-01,Brazil,Temer,2,88,,9,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
ago.2018,,aug,2018,2018-08-01,Brazil,Temer,4,77,,18,1,100,Ot-Bom,Evaluation,,,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,file: Pesquisa-XP_-2020_06-v2.pdf,
ago.2018,,aug,2018,2018-08-01,Brazil,Temer,2,87,,11,,100,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
15.18.ago.2018,18,aug,2018,2018-08-18,Brazil,Temer,3,"78,3",,"17,7","1,3",100,Ot-Bom,Evaluation,,2002,,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,Mda,TRUE,CNT/MDA,https://www.cnt.org.br/pesquisas,
20.21.ago.2018,21,aug,2018,2018-08-21,Brazil,Temer,4,73,,21,2,100,Ot-Bom,Evaluation,,8433,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,https://www1.folha.uol.com.br/poder/2018/08/reprovacao-a-temer-recua-mas-governo-permanece-ruim-ou-pessimo-para-mais-de-70-dos-eleitores.shtml,
set.2018,,sep,2018,2018-09-01,Brazil,Temer,4,82,,12,2,100,Ot-Bom,Evaluation,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,Ibope/Ipec,FALSE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
set.2018,,sep,2018,2018-09-01,Brazil,Temer,1,89,,9,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
12.15.set.2018,15,sep,2018,2018-09-15,Brazil,Temer,3,"81,5",,"15,2","0,8",100,Ot-Bom,Evaluation,,2002,,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,Mda,TRUE,CNT/MDA,https://www.cnt.org.br/pesquisas,
21.23.nov.2018,23,nov,2018,2018-11-23,Brazil,Temer,8,64,,27,1,100,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
dez.2018,,dec,2018,2018-12-01,Brazil,Temer,5,74,,18,3,100,Ot-Bom,Evaluation,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,Ibope/Ipec,FALSE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
12.14.dez.2018,14,dec,2018,2018-12-14,Brazil,Temer,7,68,,23,1,99,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
18.19.dez.2018,19,dec,2018,2018-12-19,Brazil,Temer,7,62,,29,2,100,Ot-Bom,Evaluation,,2077,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2019/01/1985723-mais-impopular-desde-collor-temer-fecha-com-reprovacao-em-baixa.shtml,
18.19.dez.2018,19,dec,2018,2018-12-19,Brazil,Bolsonaro,65,12,,17,6,100,Ot-Bom,Evaluation,,2077,,"Na sua opiniao, Jair Bolsonaro Far_ um governo",Datafolha,Datafolha,TRUE,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2019/01/1985723-mais-impopular-desde-collor-temer-fecha-com-reprovacao-em-baixa.shtml,"It is really anticipaiton of performance, asked prior to inauguration"
jan.2019,,jan,2019,2019-01-01,Brazil,Bolsonaro,49,11,,26,14,100,Ot-Bom,Evaluation,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,Ibope/Ipec,FALSE,CNI/IBOPE,https://noticias.uol.com.br/politica/ultimas-noticias/2019/12/20/ibope-divulga-aprovacao-do-governo-bolsonaro.htm,
30.01.jan.2019,1,jan,2019,2019-01-01,Brazil,Bolsonaro,51,19,,28,2,100,Ot-Bom,Evaluation,,1513,Telephone,Como você avalia o Governo de Jair Bolsonaro até o momento?,IDEIA,Ideia,TRUE,IdeiaBigData,https://exame.abril.com.br/brasil/maioria-acredita-que-investigacao-contra-flavio-prejudica-imagem-de-bolsonaro/,Por IDEIA
10.jan.2019,10,jan,2019,2019-01-10,Brazil,Bolsonaro,50,22,,28,0,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
09.11.jan.2019,11,jan,2019,2019-01-11,Brazil,Bolsonaro,40,20,,29,11,100,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
fev.2019,,feb,2019,2019-02-01,Brazil,Bolsonaro,39,23,,30,9,101,Ot-Bom,Evaluation,,,,Como voc� avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,TRUE,Atlas,file: 2020-05-Atlas.pdf,
fev.2019,,feb,2019,2019-02-01,Brazil,Bolsonaro,39,19,,30,12,100,Ot-Bom,Evaluation,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,Ibope/Ipec,FALSE,CNI/IBOPE,https://noticias.uol.com.br/politica/ultimas-noticias/2019/12/20/ibope-divulga-aprovacao-do-governo-bolsonaro.htm,
01.fev.2019,1,feb,2019,2019-02-01,Brazil,Bolsonaro,51,21,,28,0,,"Approval (Otimo, Bom, Regular, Ruim, P_ssimo)",Evaluation,National,,Online,,IDEIA,Ideia,TRUE,,Toledo/Piau�,
11.13.fev.2019,13,feb,2019,2019-02-13,Brazil,Bolsonaro,40,17,,32,11,100,Ot-Bom,Evaluation,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,Ipespe,TRUE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
