"","year","Country","President","Positive","Negative","DK-Neutral","Neutral","DK","QuestType","SampleType","SampleSize","SampleMode","Question","Institute","SurveyName","Source","Notes","PresidentS","date","Q","M"
"525",2015,"Brazil","Dilma",10,69,22,21,1,"Ot-Bom",NA,2002,NA,NA,"IBOPE","CNI-Ibope","file: CNI-IBOPE Set2015.pdf",NA,"DILMA",2015-09-21,"2015-3","2015-09"
"526",2015,"Brazil","Dilma",4,81,NA,14,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"DILMA",2015-10-15,"2015-4","2015-10"
"527",2015,"Brazil","Dilma",8.8,70,21.2,20.4,0.8,"Ot-Bom",NA,2002,"Cotas-Personal","O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:","MDA","CNT-MDA","http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%202015/Relatorio%20SINTESE%20-%20CNTMDA%20129.pdf",NA,"DILMA",2015-10-24,"2015-4","2015-10"
"528",2015,"Brazil","Dilma",4,78,NA,17,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"DILMA",2015-11-15,"2015-4","2015-11"
"529",2015,"Brazil","Dilma",10,67,22,NA,1,"Ot-Bom",NA,3541,NA,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?","Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf","PO813824","DILMA",2015-11-26,"2015-4","2015-11"
"530",2015,"Brazil","Dilma",9,70,NA,20,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE","CNI-Ibope",NA,NA,"DILMA",2015-12-15,"2015-4","2015-12"
"531",2015,"Brazil","Dilma",5,77,NA,17,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"DILMA",2015-12-15,"2015-4","2015-12"
"532",2015,"Brazil","Dilma",12,65,NA,22,1,"Ot-Bom",NA,NA,NA,"Na sua opiniľo a presidente Dilma est_ faze
ndo um governo †timo, bom, 
regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://media.folha.uol.com.br/datafolha/2016/04/11/avaliacao-presidente-dilma.pdf",NA,"DILMA",2015-12-17,"2015-4","2015-12"
"533",2016,"Brazil","Dilma",5,79,NA,15,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"DILMA",2016-01-15,"2016-1","2016-01"
"534",2016,"Brazil","Dilma",5,75,NA,18,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"DILMA",2016-02-15,"2016-1","2016-02"
"535",2016,"Brazil","Dilma",11.4,62.4,25.2,NA,NA,"Ot-Bom",NA,2002,NA,"O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:","MDA","CNT-MDA","http://cnt.mdapesquisa.com.br/img/RelatorioSINTESE-CNTFEVEREIRO2016-R130-FINAL.pdf",NA,"DILMA",2016-02-21,"2016-1","2016-02"
"536",2016,"Brazil","Dilma",11,64,NA,25,1,"Ot-Bom",NA,NA,NA,"Na sua opiniľo a presidente Dilma est_ faze
ndo um governo †timo, bom, 
regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://media.folha.uol.com.br/datafolha/2016/04/11/avaliacao-presidente-dilma.pdf",NA,"DILMA",2016-02-25,"2016-1","2016-02"
"537",2016,"Brazil","Dilma",5,81,NA,14,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"DILMA",2016-03-15,"2016-1","2016-03"
"538",2016,"Brazil","Dilma",10,69,NA,21,1,"Ot-Bom",NA,NA,NA,"Na sua opiniľo a presidente Dilma est_ faze
ndo um governo †timo, bom, 
regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://media.folha.uol.com.br/datafolha/2016/04/11/avaliacao-presidente-dilma.pdf",NA,"DILMA",2016-03-18,"2016-1","2016-03"
"539",2016,"Brazil","Dilma",10,69,NA,19,1,"Ot-Bom",NA,2002,NA,NA,"IBOPE","CNI-Ibope","http://arquivos.portaldaindustria.com.br/app/cni_estatistica_2/2016/03/30/31/Pesquisa_CNI-IBOPE_Avaliacao_do_Governo_Marco2016_Relatorio_de_divulgacao.pdf",NA,"DILMA",2016-03-20,"2016-1","2016-03"
"540",2016,"Brazil","Dilma",13,63,NA,24,1,"Ot-Bom",NA,2779,NA,"Na sua opiniľo a presidente Dilma est_ faze
ndo um governo †timo, bom, 
regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://media.folha.uol.com.br/datafolha/2016/04/11/avaliacao-presidente-dilma.pdf",NA,"DILMA",2016-04-08,"2016-2","2016-04"
"541",2016,"Brazil","Dilma",6,76,NA,17,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"DILMA",2016-04-15,"2016-2","2016-04"
"542",2016,"Brazil","Dilma",9,69,NA,21,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"DILMA",2016-05-15,"2016-2","2016-05"
"543",2016,"Brazil","Temer",11.3,28,NA,30.2,30.5,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/pesquisas",NA,"TEMER",2016-06-05,"2016-2","2016-06"
"544",2016,"Brazil","Temer",11,34,NA,33,21,"Ot-Bom",NA,2000,NA,NA,"Vox","CUT/Vox Populi","https://www.cut.org.br/noticias/pesquisa-cut-vox-populi-constata-que-para-sociedade-trabalhadores-sao-os-mais-pr-e97e",NA,"TEMER",2016-06-09,"2016-2","2016-06"
"545",2016,"Brazil","Temer",6,43,NA,29,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2016-06-15,"2016-2","2016-06"
"546",2016,"Brazil","Temer",14,31,NA,42,13,"Ot-Bom",NA,2792,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2016/07/1792812-governo-temer-e-aprovado-por-14.shtml",NA,"TEMER",2016-07-15,"2016-3","2016-07"
"547",2016,"Brazil","Temer",7,48,NA,29,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2016-07-15,"2016-3","2016-07"
"548",2016,"Brazil","Temer",8,49,NA,31,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2016-08-15,"2016-3","2016-08"
"549",2016,"Brazil","Temer",8,45,NA,31,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2016-09-15,"2016-3","2016-09"
"550",2016,"Brazil","Temer",11,34,NA,40,15,"Ot-Bom",NA,2000,NA,NA,"Vox","CUT/Vox Populi","https://www.cut.org.br/noticias/pec-do-juizo-final-e-reforma-da-previdencia-sao-rejeitadas-por-80-dos-brasileiro-a0cd",NA,"TEMER",2016-10-13,"2016-4","2016-10"
"551",2016,"Brazil","Temer",9,46,NA,32,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2016-10-15,"2016-4","2016-10"
"552",2016,"Brazil","Temer",14.6,36.7,NA,36.1,12.6,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/pesquisas",NA,"TEMER",2016-10-16,"2016-4","2016-10"
"553",2016,"Brazil","Temer",7,52,NA,31,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2016-11-15,"2016-4","2016-11"
"554",2016,"Brazil","Temer",10,51,NA,34,5,"Ot-Bom",NA,2828,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2016/12/1840600-reprovacao-a-temer-sobe-para-51.shtml",NA,"TEMER",2016-12-08,"2016-4","2016-12"
"555",2016,"Brazil","Temer",8,55,NA,32,6,"Ot-Bom",NA,2500,NA,NA,"Vox","CUT/Vox Populi","https://www.cut.org.br/noticias/cut-vox-confirma-temer-e-o-pior-presidente-do-brasil-bc87",NA,"TEMER",2016-12-14,"2016-4","2016-12"
"556",2016,"Brazil","Temer",8,62,NA,24,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2016-12-15,"2016-4","2016-12"
"557",2017,"Brazil","Temer",6,59,NA,27,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2017-01-15,"2017-1","2017-01"
"558",2017,"Brazil","Temer",10.3,44.1,NA,38.9,6.7,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/pesquisas",NA,"TEMER",2017-02-11,"2017-1","2017-02"
"559",2017,"Brazil","Temer",7,59,NA,29,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2017-02-15,"2017-1","2017-02"
"560",2017,"Brazil","Temer",10,55,NA,31,4,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf",NA,"TEMER",2017-03-15,"2017-1","2017-03"
"561",2017,"Brazil","Temer",6,62,NA,26,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2017-03-15,"2017-1","2017-03"
"562",2017,"Brazil","Temer",5,65,NA,28,2,"Ot-Bom",NA,2000,NA,NA,"Vox","CUT/Vox Populi","https://pt.org.br/reforma-da-previdencia-e-rejeitada-por-93-diz-pesquisa/",NA,"TEMER",2017-04-10,"2017-2","2017-04"
"563",2017,"Brazil","Temer",4,75,NA,19,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2017-04-15,"2017-2","2017-04"
"564",2017,"Brazil","Temer",5,64,NA,28,3,"Ot-Bom",NA,2058,NA,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","DataPoder360","file: DataPoder360-abr2017.pdf",NA,"TEMER",2017-04-17,"2017-2","2017-04"
"565",2017,"Brazil","Temer",9,61,NA,28,3,"Ot-Bom",NA,2781,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2017/05/1880373-governo-temer-e-reprovado-por-61-dos-brasileiros.shtml",NA,"TEMER",2017-04-27,"2017-2","2017-04"
"566",2017,"Brazil","Temer",10,65,NA,23,2,"Ot-Bom",NA,2157,NA,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","DataPoder360","file: DataPoder360-mai2017.pdf",NA,"TEMER",2017-05-08,"2017-2","2017-05"
"567",2017,"Brazil","Temer",3,80,NA,15,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2017-05-15,"2017-2","2017-05"
"568",2017,"Brazil","Temer",3,75,NA,20,2,"Ot-Bom",NA,NA,NA,NA,"Vox","CUT/Vox Populi","https://www.cut.org.br/noticias/cut-vox-aponta-quase-90-do-brasil-quer-cassacao-de-temer-e-diretas-ja-dd8c",NA,"TEMER",2017-06-04,"2017-2","2017-06"
"569",2017,"Brazil","Temer",2,84,NA,12,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2017-06-15,"2017-2","2017-06"
"570",2017,"Brazil","Temer",2,75,NA,18,5,"Ot-Bom",NA,2096,NA,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","DataPoder360","file: DataPoder360_junho.pdf",NA,"TEMER",2017-06-19,"2017-2","2017-06"
"571",2017,"Brazil","Temer",7,69,NA,23,2,"Ot-Bom",NA,2771,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2017/06/1896143-somente-7-aprovam-governo-temer.shtml",NA,"TEMER",2017-06-23,"2017-2","2017-06"
"572",2017,"Brazil","Temer",7,76,NA,16,2,"Ot-Bom",NA,2178,NA,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","DataPoder360","file: DataPoder360-julho2017.pdf",NA,"TEMER",2017-07-10,"2017-3","2017-07"
"573",2017,"Brazil","Temer",5,70,NA,21,3,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf",NA,"TEMER",2017-07-15,"2017-3","2017-07"
"574",2017,"Brazil","Temer",2,85,NA,11,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2017-07-15,"2017-3","2017-07"
"575",2017,"Brazil","Temer",5,75,NA,15,5,"Ot-Bom",NA,2088,NA,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","DataPoder360","file: DataPoder360-agosto2017.pdf",NA,"TEMER",2017-08-14,"2017-3","2017-08"
"576",2017,"Brazil","Temer",1,86,NA,12,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2017-08-15,"2017-3","2017-08"
"577",2017,"Brazil","Temer",3,77,NA,16,3,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf",NA,"TEMER",2017-09-15,"2017-3","2017-09"
"578",2017,"Brazil","Temer",2,84,NA,12,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2017-09-15,"2017-3","2017-09"
"579",2017,"Brazil","Temer",3.4,75.6,NA,18,3,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/pesquisas",NA,"TEMER",2017-09-16,"2017-3","2017-09"
"580",2017,"Brazil","Temer",3,79,NA,16,2,"Ot-Bom",NA,2280,NA,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","DataPoder360","file: DataPoder360-setembro-2017-integra.pdf",NA,"TEMER",2017-09-17,"2017-3","2017-09"
"581",2017,"Brazil","Temer",5,73,NA,20,2,"Ot-Bom",NA,2772,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2017/10/1923635-teme-atinge-indice-mais-alto-de-reprovacao-desde-redemocratizacao.shtml",NA,"TEMER",2017-09-28,"2017-3","2017-09"
"582",2017,"Brazil","Temer",2,87,NA,10,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2017-10-15,"2017-4","2017-10"
"583",2017,"Brazil","Temer",5,71,NA,20,4,"Ot-Bom",NA,2016,NA,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","DataPoder360","file: DataPoder360-out2017.pdf",NA,"TEMER",2017-10-29,"2017-4","2017-10"
"584",2017,"Brazil","Temer",1,86,NA,12,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2017-11-15,"2017-4","2017-11"
"585",2017,"Brazil","Temer",5,71,NA,19,4,"Ot-Bom",NA,2171,NA,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","DataPoder360","file: DataPoder360-novembro2017.pdf",NA,"TEMER",2017-11-18,"2017-4","2017-11"
"586",2017,"Brazil","Temer",5,71,NA,23,1,"Ot-Bom",NA,2765,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2017/12/1940412-para-maioria-governo-de-michel-temer-e-pior-que-o-de-dilma-rousseff.shtml",NA,"TEMER",2017-11-30,"2017-4","2017-11"
"587",2017,"Brazil","Temer",7,73,NA,15,5,"Ot-Bom",NA,2500,NA,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?","DataPoder360","DataPoder360","https://www.poder360.com.br/datapoder360/michel-temer-termina-o-ano-com-rejeicao-em-73-sem-sinal-de-melhora/",NA,"TEMER",2017-12-11,"2017-4","2017-12"
"588",2017,"Brazil","Temer",6,74,NA,19,2,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf",NA,"TEMER",2017-12-15,"2017-4","2017-12"
"589",2017,"Brazil","Temer",2,87,NA,10,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2017-12-15,"2017-4","2017-12"
"590",2018,"Brazil","Temer",2,83,NA,14,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-01-15,"2018-1","2018-01"
"591",2018,"Brazil","Temer",6,70,NA,22,2,"Ot-Bom",NA,2826,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2018/01/1954759-governo-temer-e-reprovado-por-70.shtml",NA,"TEMER",2018-01-30,"2018-1","2018-01"
"592",2018,"Brazil","Temer",2,85,NA,11,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-02-15,"2018-1","2018-02"
"593",2018,"Brazil","Temer",4.3,73.3,NA,20.3,2.1,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/pesquisas",NA,"TEMER",2018-03-03,"2018-1","2018-03"
"594",2018,"Brazil","Temer",5,72,NA,21,2,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf",NA,"TEMER",2018-03-15,"2018-1","2018-03"
"595",2018,"Brazil","Temer",1,82,NA,16,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-03-15,"2018-1","2018-03"
"596",2018,"Brazil","Temer",6,70,NA,23,2,"Ot-Bom",NA,4194,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2018/04/1965208-estavel-governo-temer-mantem-reprovacao-de-70-dos-brasileiros.shtml",NA,"TEMER",2018-04-13,"2018-2","2018-04"
"597",2018,"Brazil","Temer",4,73,NA,21,2,"Ot-Bom",NA,2000,NA,NA,"Vox","Vox Populi","https://static.poder360.com.br/2018/04/Relatorio-Vox-17.04.pdf",NA,"TEMER",2018-04-15,"2018-2","2018-04"
"598",2018,"Brazil","Temer",1,82,NA,16,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-04-15,"2018-2","2018-04"
"599",2018,"Brazil","Temer",4.3,71.2,NA,21.8,2.7,"Ot-Bom",NA,2002,NA,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?","MDA","CNT/MDA","https://www.cnt.org.br/pesquisas",NA,"TEMER",2018-05-12,"2018-2","2018-05"
"600",2018,"Brazil","Temer",5,73,NA,21,1,"Ot-Bom",NA,NA,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","file: Pesquisa-XP_-2020_06-v2.pdf",NA,"TEMER",2018-05-15,"2018-2","2018-05"
"601",2018,"Brazil","Temer",1,83,NA,15,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-05-15,"2018-2","2018-05"
"602",2018,"Brazil","Temer",3,82,NA,14,1,"Ot-Bom",NA,2824,NA,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?","Datafolha","Datafolha","http://datafolha.folha.uol.com.br/opiniaopublica/2018/06/1971539-reprovacao-a-temer-e-recorde.shtml",NA,"TEMER",2018-06-07,"2018-2","2018-06"
"603",2018,"Brazil","Temer",4,78,NA,18,1,"Ot-Bom",NA,NA,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","file: Pesquisa-XP_-2020_06-v2.pdf",NA,"TEMER",2018-06-15,"2018-2","2018-06"
"604",2018,"Brazil","Temer",4,79,NA,16,1,"Ot-Bom",NA,2000,NA,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:","IBOPE","CNI/IBOPE","https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf",NA,"TEMER",2018-06-15,"2018-2","2018-06"
"605",2018,"Brazil","Temer",2,88,NA,8,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-06-15,"2018-2","2018-06"
"606",2018,"Brazil","Temer",5,76,NA,18,1,"Ot-Bom",NA,NA,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","file: Pesquisa-XP_-2020_06-v2.pdf",NA,"TEMER",2018-07-15,"2018-3","2018-07"
"607",2018,"Brazil","Temer",2,88,NA,9,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"TEMER",2018-07-15,"2018-3","2018-07"
"608",2018,"Brazil","Temer",4,77,NA,18,1,"Ot-Bom",NA,NA,NA,"Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?","IPESPE","XP-IPESPE","file: Pesquisa-XP_-2020_06-v2.pdf",NA,"TEMER",2018-08-15,"2018-3","2018-08"
